ID,Description,Quantity,CostPerItem,Date,,,,,,
hq301,"3"" mine cylinder color chrys w/thousand reports",29,3.16,2/06/2017,,,,,,
hq3m03,"3"" mine cylinder color flower ball (crklng) up to color flower ball (crklng)",275,4.27,2/06/2017,,,,,,
hq3m04,"3"" mine cylinder color silver dragons",409,4.38,2/06/2017,,,,,,
hq307,"3"" mine cylinder color to big crackling rain",142,4.54,2/06/2017,,,,,,
hq3m02,"3"" mine cylinder gold rain crossette",108,4.44,2/06/2017,,,,,,
hq3m01,"3"" mine cylinder green & gold glittering",138,3.44,2/06/2017,,,,,,
hq3m13,"3"" mine cylinder green strobe to yellow crossettes",221,2.66,2/06/2017,,,,,,
hq302,"3"" mine cylinder machine gun",455,4.72,2/06/2017,,,,,,
hq306,"3"" mine cylinder multicolor crossettes",375,4.26,2/06/2017,,,,,,
hq305,"3"" mine cylinder special multicolor strobe",179,3.61,2/06/2017,,,,,,
hq303,"3"" mine cylinder whistles w/red tips",29,4.03,2/06/2017,,,,,,
hq304,"3"" mine cylinder white strobe to red crossette",79,4.83,2/06/2017,,,,,,
ld3081,"3"" mine gold crackling",367,3.21,2/06/2017,,,,,,
ld30grn,"3"" mine green strobe",342,4.08,3/06/2017,,,,,,
hw01,"3"" mine howard ground mine",342,16.84,3/06/2017,,,,,,
hw02,"3"" mine howard prismatic jewel mine",254,17.08,3/06/2017,,,,,,
yf3e02,"3"" mine multicolor strobing",50,3.94,3/06/2017,,,,,,
ld3017,"3"" mine thundering tourbillion cylinder",234,3.11,3/06/2017,,,,,,
sn3421,"3"" mine twinkling kamuro",192,3.52,3/06/2017,,,,,,
hq312,"3"" mine whistles cylinder to big report",146,4.19,3/06/2017,,,,,,
wh3t02,"3"" mine, whistles",363,6.31,3/06/2017,,,,,,
yf3p01,"3"" multicolor (variegated) dahlia 212-213",21,4.12,3/06/2017,,,,,,
hq3p13,"3"" multicolor dahlia w/white strobe pistil",254,2.11,3/06/2017,,,,,,
hq3p01,"3"" multicolor falling leaves w/blue stars pistil",125,2.37,3/06/2017,,,,,,
hq3p22,"3"" multicolor fish",329,2.68,3/06/2017,,,,,,
hx3t11,"3"" multicolor peony",292,2.36,3/06/2017,,,,,,
hq3p10,"3"" multicolor peony w/silver strobe pistil",117,2.73,3/06/2017,,,,,,
hx3t23,"3"" nightsnow",209,2.69,3/06/2017,,,,,,
hx3t04,"3"" nightsnow to lemon",75,2.3,3/06/2017,,,,,,
hx3t38,"3"" nightsnow w/green strobe pistil",121,2.3,3/06/2017,,,,,,
yf3a05,"3"" nishiki kamuro niagra falls 237-240",242,3.86,3/06/2017,,,,,,
yf3k07,"3"" nishiki kamuro to crackling flowers",21,2.25,3/06/2017,,,,,,
hx3t26,"3"" orange strobe mine",21,2.3,3/06/2017,,,,,,
wh3n01,"3"" peach (magenta) w/6 whistles cylinder",100,4.7,3/06/2017,,,,,,
wh3t03,"3"" pink & green wave chrys",413,2.76,3/06/2017,,,,,,
hq3p09,"3"" pink, seablue & lemon dahlia w/silver strobe pistil",104,2.05,3/06/2017,,,,,,
hx3t20,"3"" purple dahlia w/white strobe pistil",350,2.33,3/06/2017,,,,,,
hx3t22,"3"" purple peony w/green pistil",375,2.72,3/06/2017,,,,,,
hx3t37,"3"" purple wave crossette",229,2.3,3/06/2017,,,,,,
hx3t13,"3"" red flower wave ring w/yellow pistil",254,2.3,3/06/2017,,,,,,
hx3t09,"3"" red glittering waterfall",404,2.13,3/06/2017,,,,,,
hx3t35,"3"" red glittering willow",329,1.87,3/06/2017,,,,,,
hx3t25,"3"" red peony",21,2.72,3/06/2017,,,,,,
hq3q03,"3"" red special strobing peony",167,2.67,3/06/2017,,,,,,
wh3t04,"3"" red strobing willow",213,2.1,3/06/2017,,,,,,
hx3t28,"3"" red to white strobe peony",154,2.36,3/06/2017,,,,,,
hx3t36,"3"" seablue (aqua) peony",71,2.03,3/06/2017,,,,,,
ld3007a,"3"" silver chrys",242,2.42,3/06/2017,,,,,,
hx3t17,"3"" silver crackling coconut",346,2.3,3/06/2017,,,,,,
ld3037,"3"" silver diadem",430,2.2,4/06/2017,,,,,,
hq3p21,"3"" silver fish",409,2.3,4/06/2017,,,,,,
ld3054a,"3"" silver spider",88,2.98,4/06/2017,,,,,,
hx3t14,"3"" silver wave",284,2.56,4/06/2017,,,,,,
hx3t16,"3"" smile face",25,2.62,4/06/2017,,,,,,
hq3t01,"3"" time rain crackling willow waterfall",254,2.48,4/06/2017,,,,,,
hx3t07,"3"" time rain willow",63,1.9,4/06/2017,,,,,,
hx3t24,"3"" violet peony",450,2.59,4/06/2017,,,,,,
hq3q04,"3"" white bright peony",384,2.6,4/06/2017,,,,,,
ld3145,"3"" white diadem w/tail",367,2.21,4/06/2017,,,,,,
ld3044,"3"" white flashing dahlia",29,2.98,4/06/2017,,,,,,
ld3005,"3"" white ring",484,1.58,4/06/2017,,,,,,
hq3q02,"3"" white special strobing peony",54,2.55,4/06/2017,,,,,,
hx3t27,"3"" white wave",371,2.62,4/06/2017,,,,,,
ld3102,"3"" yellow golden big willow",359,2,4/06/2017,,,,,,
yf4p21,"4"" aqua ghost 379",434,7.14,4/06/2017,,,,,,
wh4n01,"4"" blood red w/silver strobe",500,3.6,4/06/2017,,,,,,
hq409,"4"" blue and gold big crackling rain tree",492,6.91,5/06/2017,,,,,,
yf4p08,"4"" blue crackling w/double crackling pisitil 354-356",371,5.79,5/06/2017,,,,,,
hx4t13,"4"" blue cycas",313,4.13,5/06/2017,,,,,,
hx4t30,"4"" blue meteor",296,4.07,5/06/2017,,,,,,
hx4t53,"4"" blue peony",488,5.02,5/06/2017,,,,,,
yx4n02,"4"" blue peony w/gold palm core",430,4.45,5/06/2017,,,,,,
hx4t57,"4"" blue sunflower to red w/crackling trunk tail",17,5.84,5/06/2017,,,,,,
hx4n01,"4"" blue to chrys w/chrys flower pistil",238,2.93,5/06/2017,,,,,,
wh4t03,"4"" brocade crown",183,5.1,5/06/2017,,,,,,
sm403,"4"" brocade crown",309,5.4,5/06/2017,,,,,,
wh4t04,"4"" brocade crown w/tail",338,6.19,5/06/2017,,,,,,
hx4t34,"4"" brocade crown waterfall to blue",142,4.9,5/06/2017,,,,,,
hx4t33,"4"" brocade crown waterfall to red",42,4.84,5/06/2017,,,,,,
hx4t21,"4"" brocade to blue horsetail",67,4.31,5/06/2017,,,,,,
hx4t43,"4"" brocade waterfall to color change",58,3.63,5/06/2017,,,,,,
hx4t42,"4"" charcoal crossette",79,4.19,5/06/2017,,,,,,
hx4t05,"4"" chrys to red",392,4.78,5/06/2017,,,,,,
hx4t39,"4"" chrys to white strobe",229,5.02,5/06/2017,,,,,,
csp401,"4"" color moving stars (red & green)",421,3.85,5/06/2017,,,,,,
yf4p19,"4"" comet - crackling 373-376",467,5.79,5/06/2017,,,,,,
ls4430,"4"" comet brocade (gold glittering)",92,5,5/06/2017,,,,,,
ls4501,"4"" comet crackling",209,5.24,5/06/2017,,,,,,
ls4600,"4"" comet white strobe",400,4.23,5/06/2017,,,,,,
sm402,"4"" crackling brocade crown",13,4.25,5/06/2017,,,,,,
yf4a26,"4"" crackling nishiki kamuro niagra falls 32-36",284,8.04,5/06/2017,,,,,,
hx4t16,"4"" dandelion to blue",446,4.75,5/06/2017,,,,,,
hx4t59,"4"" dandelion to blue w/ trunk tail",325,4.28,5/06/2017,,,,,,
csp403,"4"" deep (blood) red peony",79,4.38,5/06/2017,,,,,,
hq4m13,"4"" double rings - green & silver glitter w/green pistil",425,4.68,5/06/2017,,,,,,
hq4m12,"4"" double rings - red & silver glitter w/red pistil",17,4.26,5/06/2017,,,,,,
hq4q08,"4"" fireflower (tourbillions) w/multicolor pistil",446,7.27,5/06/2017,,,,,,
js4n01,"4"" flower crown chrys to red",234,5.18,5/06/2017,,,,,,
hq4n01,"4"" glittering crackling coconut w/green strobe pistil",346,4.46,5/06/2017,,,,,,
hx4t07,"4"" glittering crossette",188,3.89,5/06/2017,,,,,,
yf4t25,"4"" glittering silver to green chrys",488,6.66,6/06/2017,,,,,,
yf4t27,"4"" glittering silver to purple chrys",434,7.62,6/06/2017,,,,,,
yf4p26,"4"" glittering silver to yellow to golden chrys 385",46,5.79,6/06/2017,,,,,,
hq4p16,"4"" gold coconut w/green strobe pistil",259,3.97,6/06/2017,,,,,,
hq4m02,"4"" gold flashing ring to sound (salute) ring cylinder",325,5.41,6/06/2017,,,,,,
hx4t31,"4"" gold spangle crown w/red meteors",392,4.06,6/06/2017,,,,,,
yf4p06,"4"" gold strobing silk to aqua 352",125,6.66,6/06/2017,,,,,,
yf4n01,"4"" gold willow",125,6.6,6/06/2017,,,,,,
hx4t18,"4"" gold willow to blue horse tail",158,4.54,6/06/2017,,,,,,
ld42222,"4"" golden peony w/crackling pistil w/gold tail",304,4,6/06/2017,,,,,,
hx4t15,"4"" golden spangle crown w/red pistil",38,4.72,6/06/2017,,,,,,
hx4t55,"4"" golden strobe cycas to red w/golden trunk tail",434,6.62,6/06/2017,,,,,,
hx4t22,"4"" golden strobe to red w/green pistil",296,4.5,6/06/2017,,,,,,
hx4t11,"4"" golden to blue crossette",275,4.9,6/06/2017,,,,,,
hx4t03,"4"" golden to silver crossette",113,4.01,6/06/2017,,,,,,
js4n04,"4"" goldwave ring w/red pistil",505,3.85,6/06/2017,,,,,,
yf4t31,"4"" goldwave to red swimming",421,8.01,6/06/2017,,,,,,
hq4m16,"4"" green bowtie in red ring",500,4.74,6/06/2017,,,,,,
hx4t26,"4"" green chrys w/coconut pistil w/tail",359,4.98,6/06/2017,,,,,,
yf4m07,"4"" green chrys w/crackling",192,9.04,6/06/2017,,,,,,
hx4t20,"4"" green coconut crossette w/chrys pistil",396,4.07,6/06/2017,,,,,,
hx4t47,"4"" green glittering willow",146,4.72,6/06/2017,,,,,,
hx4t38,"4"" green strobe willow",46,4.01,6/06/2017,,,,,,
hx4t10,"4"" green wave crossette",434,4.19,6/06/2017,,,,,,
hx4t32,"4"" lemon chrys",158,3.77,6/06/2017,,,,,,
hx4t14,"4"" lemon peony w/purple pistil",284,4.78,6/06/2017,,,,,,
yx4n01,"4"" lemon peony w/red core",279,5.15,6/06/2017,,,,,,
jx4fwgcm,"4"" mine fower wave + green crossette",117,4.14,6/06/2017,,,,,,
yf4t30,"4"" mine goldwave to blue swimming",484,6.32,6/06/2017,,,,,,
yf4e01,"4"" mine goldwave to green",396,5.87,7/06/2017,,,,,,
yf4c04,"4"" mine green",384,4.67,7/06/2017,,,,,,
pw404,"4"" mine green glitter",488,4.74,7/06/2017,,,,,,
yf4c03,"4"" mine lemon",234,4.3,7/06/2017,,,,,,
yf4e05,"4"" mine multicolor strobing",121,5,7/06/2017,,,,,,
yf4c06,"4"" mine purple",317,6.33,7/06/2017,,,,,,
yf4e04,"4"" mine red strobing",250,5.42,7/06/2017,,,,,,
yf4e03,"4"" mine white strobing",421,6.1,7/06/2017,,,,,,
hx4t29,"4"" multicolor chrys",421,4.19,7/06/2017,,,,,,
yf4t33,"4"" multicolor crackling kamuro chrys",138,6.95,7/06/2017,,,,,,
sm401,"4"" multicolor cycas tree w/big tails",475,5.39,7/06/2017,,,,,,
hx4t58,"4"" multicolor cycas w/golden trunk tail",488,6.31,7/06/2017,,,,,,
yf4c36,"4"" multicolor dahlia",92,7.73,7/06/2017,,,,,,
hq4p08,"4"" multicolor falling leaves w/blue stars",471,4.74,7/06/2017,,,,,,
hq4p11,"4"" multicolor fish",313,2.84,7/06/2017,,,,,,
hq4p15,"4"" multicolor moving stars",275,4.91,7/06/2017,,,,,,
hx4t54,"4"" multicolor palm tree w/brocade trunk tail",338,6.47,7/06/2017,,,,,,
yf4k11,"4"" multicolor peony 360",238,8.11,7/06/2017,,,,,,
hq4p03,"4"" multicolor peony w/silver strobe pistil",25,4.32,7/06/2017,,,,,,
yf4e23,"4"" multicolor strobing willow",475,7.57,7/06/2017,,,,,,
hx4t27,"4"" nightsnow",334,3.11,7/06/2017,,,,,,
yf4a05,"4"" nishiki kamuro niagra falls 22-31",167,5.65,7/06/2017,,,,,,
hx4t28,"4"" pink peony",213,3.47,7/06/2017,,,,,,
hq4p04,"4"" pink peony w/green pistil",21,4.38,7/06/2017,,,,,,
hq4m08,"4"" pink, seablue & lemon dahlia w/silver strobe pistil",371,3.6,7/06/2017,,,,,,
hx4t35,"4"" purple dahlia w/white strobe pistil",459,4.6,7/06/2017,,,,,,
hx4t37,"4"" purple peony",146,4.49,7/06/2017,,,,,,
hq4m09,"4"" purple peony",83,4.03,7/06/2017,,,,,,
wh4t01,"4"" purple peony w/6 crackers & salutes",71,7.26,7/06/2017,,,,,,
hx4t25,"4"" purple peony w/chrys pistil",309,4.49,7/06/2017,,,,,,
js4n02,"4"" purple strobe peony w/white strobe pistil",279,3.8,7/06/2017,,,,,,
hq4q03,"4"" red & blue color mix peony",217,4.66,7/06/2017,,,,,,
hq4m03,"4"" red & blue double sound (salute) ring cylinder",284,6.66,7/06/2017,,,,,,
hq4q04,"4"" red & silver special strobe waterfall",246,5.87,7/06/2017,,,,,,
hx4t40,"4"" red chrys w/silver chrys pistil",104,4.78,7/06/2017,,,,,,
hx4t51,"4"" red coconut crossette",475,4.13,7/06/2017,,,,,,
hx4n02,"4"" red coconut crossette w/chrys pistil",171,4.37,7/06/2017,,,,,,
hx4t23,"4"" red crossette",300,4.07,7/06/2017,,,,,,
yf4p12,"4"" red cycas blooms (cherry blossom)",363,8.01,7/06/2017,,,,,,
hx4t45,"4"" red flower",275,4.9,7/06/2017,,,,,,
hx4t08,"4"" red glittering willow",79,4.19,7/06/2017,,,,,,
hq4m15,"4"" red heart pattern",217,4.59,7/06/2017,,,,,,
js4n06,"4"" red lantern",400,3.44,8/06/2017,,,,,,
hx4t01,"4"" red meteor w/blue pistil",263,3.35,8/06/2017,,,,,,
hq4m04,"4"" red peony",300,4.14,8/06/2017,,,,,,
hx4t50,"4"" red peony",154,4.25,8/06/2017,,,,,,
hq4p07,"4"" red special strobing peony",505,4.33,8/06/2017,,,,,,
wh4n02,"4"" red strobe willow (wh4t05)",138,6.26,8/06/2017,,,,,,
hx4n04,"4"" red to chrys flower - loud",100,3.29,8/06/2017,,,,,,
hx4t04,"4"" red wave crossette",367,4.13,8/06/2017,,,,,,
hx4t12,"4"" red wave to silver strobe",329,4.43,8/06/2017,,,,,,
hx4t56,"4"" silver crackling coconut w/crackling coconut trunk tail",25,6.23,8/06/2017,,,,,,
wh4t06,"4"" silver crown",363,6.05,8/06/2017,,,,,,
hx4t44,"4"" silver crown chrys to red",354,5,8/06/2017,,,,,,
hq4m11,"4"" silver crown w/magenta (peachblow) pistil",438,3.81,8/06/2017,,,,,,
hq4p10,"4"" silver fish",96,4.8,8/06/2017,,,,,,
ld42221,"4"" silver peony w/crackling pistil w/tail",138,5.19,8/06/2017,,,,,,
hx4n03,"4"" silver strobe waterfall",46,4.96,8/06/2017,,,,,,
hx4t17,"4"" silver strobe willow",325,4.01,8/06/2017,,,,,,
yx4n03,"4"" silver wave w/red core",392,5.22,8/06/2017,,,,,,
hx4t09,"4"" smiling face",150,3.89,8/06/2017,,,,,,
hq4ms17,"4"" smiling face w/strobing (blinking) eyes",367,5.53,8/06/2017,,,,,,
wh4t02,"4"" spinner flower ring & red crossette ring",104,10.31,8/06/2017,,,,,,
wh4t07,"4"" three red swordsmen (gold to red octagonal chrys)",334,6.48,8/06/2017,,,,,,
hx4t06,"4"" time rain willow",246,2.93,8/06/2017,,,,,,
hq4q01,"4"" timerain (crackling) willow waterfalll",104,6,8/06/2017,,,,,,
hx4t24,"4"" twice crackling",71,4.13,8/06/2017,,,,,,
hx4t36,"4"" violet peony",275,3.05,8/06/2017,,,,,,
hq406,"4"" whistles cylinder to big report",338,6.56,8/06/2017,,,,,,
hx4t49,"4"" white peony",25,5.08,9/06/2017,,,,,,
hq4q05,"4"" white special strobing peony",300,3.79,9/06/2017,,,,,,
yf5p05,"5"" 1/2 green & 1/2 red peony w/nishiki kamuro circle 458-460",500,22.91,9/06/2017,,,,,,
yf5p06,"5"" 1/2 purple & 1/2 aqua peony w/nishiki kamuro circle-461-463 488-489",505,18.8,9/06/2017,,,,,,
hq5p04,"5"" 1/2 red/green & 1/2 red/blue in silver cross ring w/gold strobe pistil",238,10.62,9/06/2017,,,,,,
yf5m11,"5"" 1/4 red, green, blue, yellow peony w/crossing nishiki kamuro circle",196,17,9/06/2017,,,,,,
yf5p02,"5"" 1/4 red,green,purple,yellow peony w/crackling pistil 455",434,13.97,9/06/2017,,,,,,
yf5k35,"5"" aqua peony w/gold strobing pistil",21,9.13,9/06/2017,,,,,,
yf5p96,"5"" aqua peony w/strobing pisitl 580",342,14.73,9/06/2017,,,,,,
hx5t01,"5"" blue brocade coconut",267,9.63,9/06/2017,,,,,,
yf5k53a,"5"" blue crackling w/double crackling pistil 491",200,14.59,9/06/2017,,,,,,
yf5p60,"5"" blue cube 546",267,12.19,9/06/2017,,,,,,
hq5m01,"5"" blue peony",129,9.07,9/06/2017,,,,,,
js5n03,"5"" blue peony w/brocade chrys to green pistil",133,10.37,9/06/2017,,,,,,
hx5t04,"5"" blue peony w/flower crown pistil",100,9.35,9/06/2017,,,,,,
yf5k16,"5"" blue thousand circle chrys w/tail",21,15.33,9/06/2017,,,,,,
yf5p78,"5"" blue to green to crackling ghost 566",158,20.07,9/06/2017,,,,,,
yf5p89,"5"" blue to green to red peony w/strobing pistil 575",438,17.27,9/06/2017,,,,,,
ld53029,"5"" blue tracer w/silver tail",50,10.8,9/06/2017,,,,,,
hq5n03,"5"" blue wind bells",225,11.95,9/06/2017,,,,,,
ld57042,"5"" bowtie ring w/tail",263,10.37,9/06/2017,,,,,,
hx5t09,"5"" brocade coconut",125,9.79,9/06/2017,,,,,,
hx5n05,"5"" brocade crackling chrys w/crackling tail",183,7.63,9/06/2017,,,,,,
sm508,"5"" brocade crown",384,10.51,9/06/2017,,,,,,
hx5n02,"5"" brocade crown SoS",475,10.63,9/06/2017,,,,,,
ld56007,"5"" brocade crown w/gold tail",75,11.09,9/06/2017,,,,,,
hx5t40,"5"" butterfly flower & red palm w/white strobe pist cylinder",67,14.3,9/06/2017,,,,,,
hx5t43,"5"" changing snail pattern",13,9.84,9/06/2017,,,,,,
hx5t26,"5"" charcoal crossette",242,9.79,9/06/2017,,,,,,
wh5t01,"5"" color falling leaves",29,9.65,9/06/2017,,,,,,
sm504,"5"" colorful dahlia (multicolor dahlia)",442,11.38,9/06/2017,,,,,,
ls5430,"5"" comet brocade (gold glittering)",288,10.08,9/06/2017,,,,,,
ls5501,"5"" comet crackling",50,8.5,9/06/2017,,,,,,
ls5605,"5"" comet silver",238,11.52,9/06/2017,,,,,,
ls5600,"5"" comet white strobe",188,10.08,9/06/2017,,,,,,
sm509,"5"" crackling brocade crown",284,9.22,9/06/2017,,,,,,
hx5t07,"5"" crackling brocade crown",284,11.52,10/06/2017,,,,,,
hx5t25,"5"" crackling crossette",325,10.94,10/06/2017,,,,,,
yf5p26,"5"" crackling crossette 478",171,20.07,10/06/2017,,,,,,
yf5p23,"5"" crackling flowers in green circle 475",475,14.48,10/06/2017,,,,,,
yf5k71,"5"" crackling nishiki kamuro niagra falls 55-59",275,16.39,10/06/2017,,,,,,
ld54008,"5"" crackling scatter w/gold tail",396,10.08,10/06/2017,,,,,,
yf5a20,"5"" crcklng thousand circle chrys w/crcklng pistil 479",313,15.01,10/06/2017,,,,,,
yf5t27,"5"" crcklng thousand circle chrys w/double crcklng pistil",459,15.68,10/06/2017,,,,,,
yf5k72,"5"" cube pattern",221,16.3,10/06/2017,,,,,,
sm501,"5"" cube pattern (red & green)",446,10.8,10/06/2017,,,,,,
hq5p01,"5"" double glittering ring w/big blue pistil",167,8.21,10/06/2017,,,,,,
hq5p12,"5"" double layer whistles w/red strobe pistil",484,11.7,10/06/2017,,,,,,
yf5k42,"5"" double palm tree w/green pistil",154,16.13,10/06/2017,,,,,,
yf5t52,"5"" double palm tree w/green pistil",158,14.57,10/06/2017,,,,,,
yf5t48,"5"" double palm tree w/purple pistil",259,17.97,10/06/2017,,,,,,
yf5t29,"5"" double purple to nishiki kamuro niagra falls ring",325,13.27,10/06/2017,,,,,,
yf5t19,"5"" double red crackling hearts",54,13.04,10/06/2017,,,,,,
hq5p02,"5"" double red crackling rain & silver chrys ring",171,10.8,10/06/2017,,,,,,
hx5t03,"5"" falling leaves shell of shells",171,12.24,10/06/2017,,,,,,
hq5m04,"5"" fireflower cylinder (double tourbillions) w/big red stobe pistil",371,16.04,10/06/2017,,,,,,
hq506,"5"" glittering chrys in thousands flower ball tree",79,13.59,10/06/2017,,,,,,
hx5t28,"5"" glittering crossette",238,8.64,10/06/2017,,,,,,
yf5p77,"5"" glittering silver to aqua to lemon chrys 565",100,14.99,10/06/2017,,,,,,
yf5t49,"5"" glittering silver to blue to red to strobe w/white strb pist",242,16.15,10/06/2017,,,,,,
yf5p64,"5"" glittering silver to golden to orange chrys 553",183,20.32,10/06/2017,,,,,,
yf5p99,"5"" glittering silver to green to blue chrys w/red pistil",338,18.54,11/06/2017,,,,,,
yf5p61,"5"" glittering silver to green to red chrys",58,12.7,11/06/2017,,,,,,
yf5p97,"5"" glittering silver to grn to red chrys w/five flash rpt",200,18.03,11/06/2017,,,,,,
yf5p53,"5"" glittering silver to yellow chrys",488,18.29,11/06/2017,,,,,,
hx5t02,"5"" glittering willow w/silver strobe pistil",17,10.37,11/06/2017,,,,,,
ld57139,"5"" gold bowtie w/blue ring",388,10.51,11/06/2017,,,,,,
yf5p42,"5"" gold coconut 511-512",50,18.29,11/06/2017,,,,,,
yf5k31,"5"" gold coconut to multicolor small flowers 573",396,12.36,11/06/2017,,,,,,
yf5p55,"5"" gold coconut w/green crown flowers 568 538",304,12.7,11/06/2017,,,,,,
yf5p62,"5"" gold coconut w/green falling leaves bouquet 548",484,16.76,11/06/2017,,,,,,
hq5p14,"5"" gold coconut w/green strobe pistil",417,7.2,11/06/2017,,,,,,
yf5p18,"5"" gold coconut w/rising blue small flowers 471 579",67,20.32,11/06/2017,,,,,,
ld58032,"5"" gold flash w/8 pieces chrys w/tail",354,10.66,11/06/2017,,,,,,
rz504,"5"" gold flitter comets & other rozzi shells",138,14.04,11/06/2017,,,,,,
hq5q05,"5"" gold palm tree w/glittering trunk",417,10.51,11/06/2017,,,,,,
hx5t10,"5"" gold spangle chrys to red w/green pistil",33,11.95,11/06/2017,,,,,,
hx5n04,"5"" gold strobe chrys to red w/green pistil",150,10.18,11/06/2017,,,,,,
yf5p68,"5"" gold strobing cycas",138,18.54,11/06/2017,,,,,,
yf5m08,"5"" gold strobing cycas blooms",129,23.5,11/06/2017,,,,,,
yf5p47,"5"" gold strobing lemon cycas w/rising tail 524-525",242,16.76,11/06/2017,,,,,,
yf5p95,"5"" gold strobing silk to red strobing w/red strobing pist 580",179,17.78,11/06/2017,,,,,,
yf5a04,"5"" gold willow 508-510 542-543",346,15.95,11/06/2017,,,,,,
yf5a50,"5"" gold willow w/green falling leaves",371,9.64,11/06/2017,,,,,,
yf5b01,"5"" gold willow w/multicolor falling leaves",267,11.69,11/06/2017,,,,,,
yf5k30,"5"" gold willow w/red falling leaves pistil 552",388,10.77,11/06/2017,,,,,,
yf5t53,"5"" golden coconut to multicolor small flowers",104,18.49,11/06/2017,,,,,,
hx5t33,"5"" golden spangle chrys to blue",38,10.51,11/06/2017,,,,,,
hx5t05,"5"" golden strobe chrys w/green pistil",121,11.95,11/06/2017,,,,,,
hx5t21,"5"" golden willow to blue horsetail",292,10.08,11/06/2017,,,,,,
hx5t13,"5"" golden willow waterfall",25,10.8,11/06/2017,,,,,,
yf5m03,"5"" goldwave to blue crossette w/crackling pistil 493-495",400,20.05,11/06/2017,,,,,,
yf5p57,"5"" goldwave to chartreuse crossette w/crackling pistil 540",25,21.08,11/06/2017,,,,,,
yf5t42,"5"" goldwave to crackling crossette",425,13.43,11/06/2017,,,,,,
yf5t11,"5"" goldwave to green swimming",446,16.15,11/06/2017,,,,,,
yf5p100,"5"" goldwave to multicolor swimming w/crackling pistil",150,21.08,11/06/2017,,,,,,
yf5k02,"5"" goldwave to silver crossette w/tail",213,19.81,11/06/2017,,,,,,
yf5p46,"5"" goldwave to yellow crossette w/crackling pistil 521-523",409,17.53,11/06/2017,,,,,,
yf5p67,"5"" green chrys w/crackling balls",175,13.21,11/06/2017,,,,,,
yf541,"5"" green coconut crossette",288,20.18,12/06/2017,,,,,,
yf5p24,"5"" green crossette w/crackling pistil 477",375,16.76,12/06/2017,,,,,,
yf5pc2,"5"" green cycas blooms 570",400,17.27,12/06/2017,,,,,,
js5n04,"5"" green peony w/big red pistil",275,12.24,12/06/2017,,,,,,
art5e02,"5"" green ring w/red pistil w/silver crackling",217,8.06,12/06/2017,,,,,,
sm505,"5"" green strobe peony (special strobe)",163,8.64,12/06/2017,,,,,,
yf5k78,"5"" green strobing and orange strobing dahlia (mixed)",71,20.06,12/06/2017,,,,,,
yf5m04,"5"" green strobing willow",304,11.88,12/06/2017,,,,,,
yf5k33,"5"" green to purple peony 549",88,15.97,12/06/2017,,,,,,
yf5p25,"5"" green, purple, crackling palm tree 478",142,17.53,12/06/2017,,,,,,
hx5t34,"5"" half red half blue brocade ring",121,10.22,12/06/2017,,,,,,
yf5b04,"5"" japanese dragon's eye",63,20.82,12/06/2017,,,,,,
wh5n01,"5"" jellyfish",167,8.06,12/06/2017,,,,,,
yf5p49,"5"" kamuro chrys niagra falls",138,13.46,12/06/2017,,,,,,
yf5k55,"5"" lemon crackling w/crackling pistil 551",29,14.77,12/06/2017,,,,,,
yf5p65,"5"" magenta crossette",288,20.32,12/06/2017,,,,,,
yf5p63,"5"" magenta to aqua strobing peony w/var small flowers",388,16.76,12/06/2017,,,,,,
ld5002,"5"" mine glittering kamuro",138,11.38,12/06/2017,,,,,,
cb505,"5"" mine golden willow to mc aerial mine",229,13.98,12/06/2017,,,,,,
yf5d05,"5"" mine nishiki kamuro niagra falls",250,12.05,12/06/2017,,,,,,
ld50013,"5"" mine thundering turbillioin",292,13.39,12/06/2017,,,,,,
cb510,"5"" mine white spangle to purple aerial mine",309,24.75,12/06/2017,,,,,,
yf5p52,"5"" mixed color cycas (orange, aqua & blue) 535",63,16,12/06/2017,,,,,,
hx5t12,"5"" multi flower w/lemon strobe pistil w/broacde ring",425,11.23,12/06/2017,,,,,,
yf5p03,"5"" multicolor (variegated) dahlia 456",400,17.27,12/06/2017,,,,,,
yf5p04,"5"" multicolor (variegated) flower sheets w/rising tail 457",396,20.07,12/06/2017,,,,,,
hx5t36,"5"" multicolor cycas w/golden trunk tail",217,12.04,12/06/2017,,,,,,
yf5k58,"5"" multicolor falling leaves bouquet",138,10.16,12/06/2017,,,,,,
hq5p08,"5"" multicolor falling leaves w/blue stars",167,11.06,12/06/2017,,,,,,
hx5t42,"5"" multicolor hydrangea",154,9.33,12/06/2017,,,,,,
hx5n01,"5"" multicolor hydrangea w/strobe pistil & ring",200,10.33,12/06/2017,,,,,,
hx5t30,"5"" multicolor meteors",500,10.94,12/06/2017,,,,,,
hq5p13,"5"" multicolor moving stars",275,12.6,12/06/2017,,,,,,
hx5t19,"5"" multicolor peony",88,7.63,12/06/2017,,,,,,
yf5e07,"5"" nishiki kam peony w/green crcklng pist w/green tips",138,13.33,13/06/2017,,,,,,
yf5e06,"5"" nishiki kam peony w/purple pist w/purple tips",334,17.17,13/06/2017,,,,,,
yf5a46,"5"" nishiki kamuro niagra falls (yf5t23)",304,18.37,13/06/2017,,,,,,
yf5t50,"5"" nishiki kamuro to red strobe w/red strobe pistil",484,18.27,13/06/2017,,,,,,
yf5t51,"5"" nishiki kamuro to white strobe w/white strobe pistil",392,16.75,13/06/2017,,,,,,
