Part Number,DESCRIPTION,PriceEa,ValidFrom
yf10k21,"10"" GOLD WILLOW W/MULITCOLOR FALLING LEAVES PISTIL",106.81,1/01/2016
yf10k22,"10"" GOLD WILLOW W/MULTICOLOR METEORS PISTIL",97.34,1/01/2016
yf10k31,"10"" GOLDWAVE TO BLUE CHRYS W/RED & GREEN PISTIL",118.24,1/01/2016
yf10t03,"10"" GOLDWAVE TO BLUE SWIMMING W/CRACKLING PISTIL",122.19,1/01/2016
yf10p02,"10"" GOLDWAVE TO CRACKLING TO PURPLE W/GREEN & BLUE PISTIL 873-883",126.38,1/01/2016
yf10k106,"10"" GOLDWAVE TO PURPLE CHRYS W/4 PURPLE TAILS",95.36,1/01/2016
yf10t02,"10"" GOLDWAVE TO PURPLE SWIMMING W/CRACKLING PISTIL",123.65,1/01/2016
yf10k107,"10"" GOLDWAVE TO RED TO GREEN CHRYS W/4 RED TAILS",102.17,1/01/2016
yf10m03,"10"" GOLDWAVE TO VAR (MULTICOLOR) SWIMMING W/CRACKLING PISTIL",125.32,1/01/2016
yf10k18,"10"" GREEN COCONUT CROSSETTE W/RED SMALL FLOWERS",101.75,1/01/2016
yf10k108,"10"" GREEN COCONUT CROSSETTE W/WHITE STROBING PISTIL W/4 GREEN TAILS",124.26,1/01/2016
yf10k77,"10"" GREEN SMALL FALLING LEAVES BOUQUET",97.31,1/01/2016
yf10k109,"10"" JAPANESE DRAGON'S EYE W/4 SILVER TAILS",128.83,1/01/2016
yf10k70,"10"" KAMURO CHRYS CRACKLING W/CRACKLING PISTIL",96.14,1/01/2016
yf10t25,"10"" KAMURO CHRYS NIAGRA FALLS W/SMILE FACE",117.69,1/01/2016
yf10k55,"10"" KAMURO CHRYS TO RED STROBING W/WHITE STROBING PISTIL",99.94,1/01/2016
yf10k52,"10"" KAMURO CHRYS W/GOLD WILLOW PISTIL",97.31,1/01/2016
yf10k85,"10"" LEMON PEONY W/MAGENTA CIRCLE W/CRACKLING PISTIL",101.84,1/01/2016
yf10t22,"10"" LIGHT GREEN AND SILVER DOUBLE MUM",116.48,1/01/2016
yf10t23,"10"" LIGHT GREEN PEONY W/GOLD COCONUT & MAGENTA PISTIL",120.76,1/01/2016
yf10t24,"10"" LIGHT GREEN, YELLOW GREEN, & PINK 3-STAGE TEN THOUS CIRCLES",118.9,1/01/2016
yf10k86,"10"" MAGENTA TO AQUA TO GOLD STROBING PEONY W/MUTICOLOR SMALL FLOWERS",97.1,1/01/2016
yf10k110,"10"" MULTICOLOR COCONUT CROSSETTE W/4 SILVER TAILS",123.07,1/01/2016
yf10p03,"10"" MULTICOLOR METEOR 887",130.33,1/01/2016
yf10t21,"10"" MULTICOLOR PALM TREE TO CROWN FLOWERS",115.26,1/01/2016
yf10c06,"10"" MULTICOLOR PALM TREE W/CROWN FLOWERS W/4 STROBE TAILS",120.34,1/01/2016
yf10t20,"10"" MULTICOLOR TEN THOUSAND CIRCLES CHRYS W/TAIL",124.62,1/01/2016
yf10k111,"10"" MULTICOLOR THOUSAND CIRCLE CHRYS W/4 GOLD STROBE TAILS",122.57,1/01/2016
yf10c08,"10"" NISHIKI KAMURO NIAGRA FALLS W/GOLD STROBE TAILS 131-140",122,1/01/2016
yf10t19,"10"" NISHIKI KAMURO NIAGRA FALLS W/GREEN PISTIL",117.52,1/01/2016
yf10k112,"10"" NISHIKI KAMURO PEONY IN GRN STROBE CIRCLE W/GRN STRB PIST W/4 GRN TLS",126.73,1/01/2016
yf10e06,"10"" NISHIKI KAMURO PEONY W/PURPLE PSTL IN PURPLE RING W/4 STROBE TAILS",105.35,1/01/2016
yf10k45,"10"" NISHIKI KAMURO TO CRACKLING FLOWERS",95.22,1/01/2016
yf10t18,"10"" NISHIKI KAMURO TO PURPLE STROBE W/PURPLE STROBE PISTIL",116.54,1/01/2016
yf10t16,"10"" NISHIKI KAMURO TO RED STROBE W/RED STROBE PISTIL",113,1/01/2016
yf10t15,"10"" NISHIKI KAMURO TO RED STROBE W/WHITE STROBE PISTIL",118.94,1/01/2016
yf10t17,"10"" NISHIKI KAMURO TO WHITE STROBE W/WHITE STROBE PISTIL",114.05,1/01/2016
yf10t14,"10"" NISHIKI KAMURO W/STROBING PISTIL",123.46,1/01/2016
yf10k88,"10"" ORANGE TO LEMON TO MAGENTA PEONY W/CRACKLING PISTIL",95.97,1/01/2016
yf10t27,"10"" PURPLE TEN THOUSAND CIRCLES CHRYS",123.46,1/01/2016
yf10k72,"10"" RED CHRYS CRACKLING W/CRACKLING PISTIL",103.99,1/01/2016
yf10k74,"10"" RED CRACKLING W/DOUBLE CRACKLING PISTIL",103.98,1/01/2016
yf10k64,"10"" RED CYCAS BLOOMS",104.6,1/01/2016
yf10k113,"10"" RED CYCAS BLOOMS W/BLUE CROSSETTE PISTIL W/4 RED TAILS",121.51,1/01/2016
yf10t07,"10"" RED GAM TO BLUE TO RED CHRYS W/GOLD COCO & RED PISTIL",122.47,1/01/2016
yf10t08,"10"" RED GAM TO BLUE W/DOJUBLE PALM TREES & GREEN PISITL",117.74,1/01/2016
yf10k114,"10"" RED GAM TO CRACKLNG CHRYS W/CRCKLNG DOUBLE PIST W/4 CRCKLNG TAILS",129.12,1/01/2016
yf10k58,"10"" RED GAMBOGE TO BLUE TO RED STROBING PEONY",108.02,1/01/2016
yf10k59,"10"" RED GAMBOGE TO BLUE TO RED TO SILVER W/RED PISTIL",105.05,1/01/2016
yf10k61,"10"" RED GAMBOGE TO SILVER TO GREEN TO CRACKLING W/CRACKLING PISTIL",101.02,1/01/2016
yf10t30,"10"" RED PEONY W/BROCADE CROWN RING",117.41,1/01/2016
yf10k115,"10"" RED PEONY W/SILVER PALM TREE PISTIL W/4 RED TAILS",123.59,1/01/2016
yf10t10,"10"" RED STROBE NISHIKI KAMURO W/GREEN STROBE PISTIL",124.83,1/01/2016
yf10t09,"10"" RED STROBE WILLOW",122.47,1/01/2016
yf10k50,"10"" RED STROBING NISHIKI KAMURO W/GREEN STROBING PISTIL",103.86,1/01/2016
yf10k41,"10"" RED STROBING NISHIKI KAMURO W/RED STROBING PISTIL 872",114.68,1/01/2016
yf10m04,"10"" RED TO BLUE PEONY W/GOLDEN PALM TREE W/STROBING PISTIL",121.95,1/01/2016
yf10k116,"10"" RED TO BLUE PEONY W/LARGE WHITE STROBE PISTIL W/4 SILVER TAILS",127.66,1/01/2016
yf10t05,"10"" SILVER CROWN W/ORANGE STROBE PISTIL",116.29,1/01/2016
yf10t26,"10"" SPANGLE CHRYS W/MULTICOLOR SMALL FLOWERS W/GREEN PISTIL",122.4,1/01/2016
yf10k84,"10"" STROBING TO RED TO GREEN PEONY W/RED TO BLUE PISTIL",102.91,1/01/2016
yf10p08,"10"" THREE PISTILS - BLUE & MAGENTA & LEMON 893-894",123.05,1/01/2016
yf10p07,"10"" THREE PISTILS - BLUE TO GREEN & RED 893",128.73,1/01/2016
yf10p09,"10"" THREE PISTILS - MAGENTA & LEMON STROBING 895",121.85,1/01/2016
yf10k98,"10"" THREE PISTILS (GRN,RED,GOLD STROB) IN NISHKI KAMURO CIRCLE W/4 WHT TLS",126.49,1/01/2016
yf10t28,"10"" WHITE STROBE TEN THOUSAND CIRCLES CHRYS W/TAIL",115.26,1/01/2016
yf10m02,"10"" WHITE STROBING NISHIKI KAMURO W/RED STROBING PISTIL 871",120.54,1/01/2016
yf10p12,"10"" WILLOW & MOON IN SHOWER - 908",118.03,1/01/2016
jsckm02,"CK 100S AMERICAN THUNDER (1.5"" TI SLAUTES W/RWB TAILS -FAST) (22S)",93.57,1/01/2016
whnck08,"CK 100S BLOOD RED DAHLIA, BLUE & WHITE STROBE MINES (30S)",74.32,1/01/2016
hqm03,CK 100S BLUE TAIL TO SILVER STROBE WILLOW W/BLUE STARS (32 SEC),64.71,1/01/2016
mtnck05,CK 100S BLUE TAIL W/RED MINES TO CHRYS WILLOW (32S),74.7,1/01/2016
cspck16,CK 100S BROCADE CROWN TAIL TO BROCADE CROWN W/PEACH RED PIST (30 SEC),77.78,1/01/2016
whnck09,CK 100S BROCADE CROWN W/BROCADE CROWN MINES  (30S),74.15,1/01/2016
ldc203-100,CK 100S BROCADE CROWNS (30 SEC),69.09,1/01/2016
wq13,CK 100S BROCADE TAIL TO BIG BROCADE TO MULTICOLOR (40 SEC),72.14,1/01/2016
hqm02,CK 100S COLOR CHRYS & CRACKLING & TI SALUTES (40 SEC),64.96,1/01/2016
yxck02,CK 100S COLOR DAHLIAS W/CHRYS MINES (30S),67.14,1/01/2016
thtck01-q,CK 100S COLORFUL WHITE GLITTER PITIL WHEAT - 24S,74.91,1/01/2016
hq15,CK 100S COROLLA CHRYS TO BLUE W/BLUE PISTIL W/BLUE TAIL (30 SEC),72.14,1/01/2016
hq14,CK 100S GLITTERING MINE TO GLITTERING COCONUT W/COLOR STARS (36S),66.59,1/01/2016
hq12,CK 100S GOLD COCONUT W/GREEN STROBE PISTIL W/GREEN TAILS (30 SEC),69.89,1/01/2016
whckt01,"CK 100S GOLD,RED,GREEN,PURPLE,BROCADE TAIL TO SAME CLR PEONY",67.6,1/01/2016
ldc209-100,CK 100S GOLDEN WILLOWS W/GOLDEN TAILS (30 SEC),63.96,1/01/2016
hqm01-grn,CK 100S GREEN POISON SPIDER(SIL WHIRL TL UP TO GRN & SIL GLITTER PEONIES)35S,62.78,1/01/2016
hqm06,CK 100S MULTICOLOR PALM TREE & TI SALUTES (45 SEC),63.75,1/01/2016
th25-100,"CK 100S NEW COLOR CROSSETTES (MAG, LEM, AQUA, ORANGE) (41S)",85.06,1/01/2016
hqm01,CK 100S POISON SPIDER (SIL WHIRL TL UP TO RED & SIL GLITTER PEONIES) 38SEC,73.84,1/01/2016
whnck03,CK 100S QUICK SILVER WHISTLES TO CRACKLING (6S),39.05,1/01/2016
whnck02,CK 100S QUICK SILVER WHISTLES TO RED STARS (6S),37.47,1/01/2016
whnck01,CK 100S QUICK SILVER WHISTLES TO THUNDER (6S),39.21,1/01/2016
hq16-q,CK 100S RED OCTOPUS W/RED WAVE TAILS (21S),67.83,1/01/2016
gkc156-100,"CK 100S RED, GREEN & BLUE CRACKERS -36 SEC",30.02,1/01/2016
th15-100,CK 100S SEABLUE & ORANGE CROSSETTES W/AQUA & ORG TAILS (30S),82.28,1/01/2016
hqm05,"CK 100S SEABLUE, ORANGE & GRASS GREEN PEONIES & TI SALUTES -40 SEC",64.12,1/01/2016
gkc158-100,"CK 100S SEABLUE, RED, GREEN, GOLDEN STROBES -39 SEC",29.23,1/01/2016
hqp06,CK 100S SILVER COCONUT W/CHERRY BLOSSOM W/SILVER TAIL (32 SEC),69.71,1/01/2016
ldc129-100,CK 100S SILVER CROSSETTES (30 SEC),74.01,1/01/2016
ny21,CK 100S SILVER DRAGON TAIL TO GREEN DAHLIAS & SILVER STROBE (40 SEC),76.46,1/01/2016
hq17,CK 100S SILVER STROBE & NEW COLOR DAHLIAS W/SALUTES W/COLOR TAILS (30S),66.72,1/01/2016
hqm07,CK 100S SILVER WHIRLPOOL TAIL TO SALUTES (37 SEC),76.68,1/01/2016
hqp03,CK 100S SILVER WHIRLPOOL TAIL TO SILVER & PURPLE PEONIES & SALUTES (30 SEC),72.99,1/01/2016
ny6430-28,CK 100S SUPER BROCADE CROWN W/RED STROBE PISTILL (40 SEC),70.36,1/01/2016
cspck09,CK 100S TI SALUTUES W/RED & BLUE TAILS,66.45,1/01/2016
ldc106-100,CK 100S WHITE GLITTERING STARS (30 SEC),66.98,1/01/2016
th31-100,CK 100S WHITE GLITTERING WILLOW W/BIG RED STROBE PISTIL (41S),83.27,1/01/2016
wq16,CK 100S WHT GLTRNG MINE TO RED TL TO BLOOD RED DAHLIA W/WHT GLTR PIST (40S),74.8,1/01/2016
ldc290,CK 142S ASSORTED STARS (34 SEC),47.48,1/01/2016
ldc-mix1d,CK 19S BIG WILLOW(25 SEC),17.96,1/01/2016
ldc-mix1c,CK 19S COLOR SCATTERING (25 SEC),20.37,1/01/2016
ldc-mix1a,CK 19S RED CHRYS W/TAIL (25 SEC),19.19,1/01/2016
ldc-mix1b,CK 19S SILVER COCONUT TREE (25 SEC),18.69,1/01/2016
ldc-mix4c,CK 25S BLUE CHRYS W/COCO PISTIL & REPORT (30 SEC),23.37,1/01/2016
ldc-mix4d,CK 25S COLOR CHRYS W/WHITLES (30 SEC),24.06,1/01/2016
ldc-mix3c,CK 25S HAPPY STARS (CRACKLING) (25 SEC),21.04,1/01/2016
ldc-mix3b,CK 25S RED PLUM (25 SEC),21.04,1/01/2016
mtnck01,"CK 25S THUNDER KING W/RED, WHITE, BLUE TAILS (26S)",19.51,1/01/2016
ldc-mix4b,CK 25S THUNDER RAIN (30 SEC),21.15,1/01/2016
hq10-q,CK 25S WATER CAKE - RED CARPET - 25 SEC,72.52,1/01/2016
htnck04,"CK 36S BLUE TAIL TO GOLDEN BELT W/RED, GREEN & WHITE GLITTER-23 SEC)",26.48,1/01/2016
htnck05,CK 36S BLUE TAIL TO GOLDEN WILLOW TO RED (25 SEC),25.97,1/01/2016
ny33,CK 36S WATER CAKE - COLOR FLOWER BALL (CRCKL) TO COLOR FLOWER BALL (CRCKL)-10S,135.63,1/01/2016
ny32-q,CK 36S WATER CAKE - COROLLA (GOLD BROCADE) MINES - 8 SEC,105.6,1/01/2016
ld215,CK 48S WATER - BOMBETTES (22 SEC),57.43,1/01/2016
ldc278-49,"CK 49S ASRTD BRCD GRN PE, XST, SIL COMET MINES (40S)",61.91,1/01/2016
ldc273-49,"CK 49S ASRTD XST, PE W/SAL, SIL WHIRL, PE W/COCO PIST (40S)",57.26,1/01/2016
htnck06,"CK 49S BLUE TAIL TO GOLDEN SPIDER W/BLUE, CRCKLNG TL TO TI FLOWER WILLOW (30S)",34.2,1/01/2016
mtnck03,CK 49S FRESH RED W/BLUE MINES TO SILVER GLITTERING (21S),38.31,1/01/2016
cspck12,CK 49S GOLDEN TAIL TO GOLDEN BROCADE (25 SEC),39.76,1/01/2016
whnck06,CK 49S GREEN COMETS TO GREEN STROBE WILLOW W/PURPLE PEONY(14S),37.26,1/01/2016
mtnck02,CK 49S GREEN GLITTERING TAIL TO GREEN GLITTERING COCONUT (22S),37.35,1/01/2016
htnck01,CK 49S ORANGE W/WHITE GLITTER MINES TO ORG W/WHT GLTR (36SEC),32.99,1/01/2016
hq13,CK 49S QUICK TI SALUTES W/MULTICOLOR TAILS (10S),33.9,1/01/2016
whnck04,CK 49S RED COMETS TO BLOOD RED DAHLIA W/WHITE STROBE PIST-16S,35.58,1/01/2016
whnck05,CK 49S RED COMETS TO RED STROBE WILLOW W/BLUE PEONY(30S),36.96,1/01/2016
htnck07,CK 49S RED TL TO BRCD TO RED; BLUE TL TO BRCD TO BLUE; BL TL TO ALOES (27S),31.9,1/01/2016
hqp04,CK 49S SILVER GLITTERING WILLOW W/SILVER GLITTER TAIL (26 SEC),31.41,1/01/2016
htnck02,"CK 9S FAST (ALL AT ONCE), LOUD DOUBLE CRACKLING (4 SEC)",14.79,1/01/2016
hqmg15,"CK 2"" 15S MACHINE GUN (QUICK -302 BRIGHT WHITE SALUTES - FOGETTE) - 6SEC",52.6,1/01/2016
jsckn01,"CK 2"" 36S ALTERNATE BROCADE CROWN & TI SALUTES 59 SEC",154.76,1/01/2016
yxck06,"CK 2"" 36S FAN BAUHINIA (SILVER FLYING DRAGONS W/BLUE CORE) 25 SEC",129.64,1/01/2016
ny29,"CK 2"" 49S GOLD GLITTERING WILLOW W/BIG BLUE PISTIL W/GOLD GLTR TAILS-35 SEC",111.19,1/01/2016
ny27,"CK 2"" 49S MULTICOLOR CRCKLNG PALM W/GOLD STROBE PIST W/GOLD TAILS-27S",111.33,1/01/2016
ny28,"CK 2"" 49S NEW COLOR (MAG/GRN/AQUA/LEM) PEONIES W/SIL COCO PIST W/SIL TL-30S",115.87,1/01/2016
ny26,"CK 2"" 49S TI SALUTES W/MULTICOLOR FLOWER TAILS (55 SEC)",111.45,1/01/2016
hqmg06,"CK 2"" 6S MACHINE GUN (QUICK121 BR WHT SALUTES-FOGETTE) - 3SEC",22.8,1/01/2016
ny30,"CK 2.5"" 36S ALTERNATE GRN STRB & GLD GLTR / BRCD CRWN W/GRN STRB PIST W/TLS-30S",133.24,1/01/2016
ny31,"CK 2.5"" 36S TIME RAIN PALM TREE W/RED STROBE PISTIL W/CRACKLING TAILS-30S",128.35,1/01/2016
whnck07,CK FAN 10S 1- ROW RED STROBE TAIL TO GREEN TIPS,34.54,1/01/2016
csp1r06,CK FAN 13S 1-ROW  DEEP GOLD CHRYS TAIL W/GREEN STROBE MINE,14.49,1/01/2016
hq05-q,CK FAN 13S 1-ROW  GLITTERING MINES,13.11,1/01/2016
mt1r02,CK FAN 13S 1-ROW  GOLDEN WAVE W/GREEN GLITTER BOUQUET,13.89,1/01/2016
ny36,CK FAN 13S 1-ROW  GREEN WAVE COMETS & SILVER STROBE MINES,14.43,1/01/2016
mt1r03,CK FAN 13S 1-ROW  GREEN WAVE W/CRACKLING BOUQUET,13.39,1/01/2016
hqmg-fan,CK FAN 13S 1-ROW  MACHINE GUN SALUTES,14.55,1/01/2016
hq01-q,CK FAN 13S 1-ROW  MINE BROCADE CROWN WATERFALL W/RED STRB PIST,14.36,1/01/2016
hq07-q,CK FAN 13S 1-ROW  RAINBOW COLOR MINES,13.64,1/01/2016
csp1r01,CK FAN 13S 1-ROW  RED CROSSETTES W/GREEN STROBE MINE,14.35,1/01/2016
csp1r05,CK FAN 13S 1-ROW  RED STROBE WILLOW TAIL W/SILVER STROBE MINE,14.08,1/01/2016
hq06-q,CK FAN 13S 1-ROW  RED WAVE COMETS,13.24,1/01/2016
hq03,CK FAN 13S 1-ROW  SILVER COMETS & COLOR MINES W/REPORTS,14.63,1/01/2016
ny35,CK FAN 13S 1-ROW  SILVER COMETS & SILVER STROBE MINES,13.24,1/01/2016
csp1r04,CK FAN 13S 1-ROW  SILVER STROBE WILLOW TAIL W/RED STROBE MINE,14.6,1/01/2016
csp1r03,CK FAN 13S 1-ROW  SILVER TAIL W/RED STROBE MINE,14.76,1/01/2016
ny34,CK FAN 13S 1-ROW PURPLE WAVE COMETS & WHITE STROBE MINES,14.46,1/01/2016
hqn1,CK FAN 15S 1-ROW  COLOR MINES,13.64,1/01/2016
wh1rt04,CK FAN 9S 1- ROW BLUE MINES,12.98,1/01/2016
wh1rt06,CK FAN 9S 1- ROW BUTTERFLY TO BLUE PEONY,14.6,1/01/2016
wh1rt05,CK FAN 9S 1- ROW GOLDEN STROBE MINES,14.22,1/01/2016
wh1rt03,CK FAN 9S 1- ROW GREEN MINES,14.34,1/01/2016
wh1rt08,CK FAN 9S 1- ROW LEMON TAIL TO LEMON PEONY W/LEMON MINE,13.91,1/01/2016
wh1rt07,CK FAN 9S 1- ROW ORANGE TAIL TO ORANGE PEONY W/ORANGE MINE,13.79,1/01/2016
wh1rt02,CK FAN 9S 1- ROW RED MINES,14.45,1/01/2016
wh1rt09,CK FAN 9S 1- ROW SEABLUE TAIL TO SEABLUE PEONY W/SEABLUE MINE,13.5,1/01/2016
wh1rt01,CK FAN 9S 1- ROW SILVER STROBE MINES,13.51,1/01/2016
sr0930-03,CK FAN 9S 1-ROW  BLUE MINE TO SILVER COCONUT TO BLUE,11.31,1/01/2016
sr0930-04,CK FAN 9S 1-ROW  BROCADE CROWN TO PURPLE,11.02,1/01/2016
sr0930-02,CK FAN 9S 1-ROW  PURPLE MINE TO GOLD COCONUT TO PURPLE,10.78,1/01/2016
sr0930-05,CK FAN 9S 1-ROW  WHITE STROBE MINE TO WHITE STROBE,10.9,1/01/2016
wh1rt12,CK C 9S 1- ROW (WIPE M-TO-L&R) GOLD COMET W/BLUE MINE,13.67,1/01/2016
wh1rt10,CK C 9S 1- ROW (WIPE M-TO-L&R) RED STRB TAIL W/GREEN STRB MINE,13.25,1/01/2016
wh1rt11,CK C 9S 1- ROW (WIPE M-TO-L&R) SILVER COMET W/MAGENTA MINE,13.91,1/01/2016
ny40,CK Z 13S 1-ROW WIPE - BROCADE CROWN COMETS (5S),13.81,1/01/2016
ny41,CK Z 13S 1-ROW WIPE - GOLD GLITTERING MINES (5S),13.81,1/01/2016
ny38,CK Z 13S 1-ROW WIPE - GREEN WAVE COMETS (5S),13.24,1/01/2016
hq08-q,CK Z 13S 1-ROW WIPE - MINE BROCADE CROWN WATERFALL W/RED STRB PIST (5S),14.07,1/01/2016
hq09,CK Z 13S 1-ROW WIPE - RED WAVE COMETS (5S),13.51,1/01/2016
ny39,CK Z 13S 1-ROW WIPE - SILVER COMETS (5S),13.37,1/01/2016
wh24-q,CK C 66S COLORFUL STARS (18S),54.26,1/01/2016
thnck01,CK FAN 100S 5-BRANCH BRCD RAINBOW (BRCD CRWN & PASTEL CLR MINES)28S,84.72,1/01/2016
th17-100-q,CK FAN 100S 5-WAY - GOLD WAVE TO RED MINE (25S),89.77,1/01/2016
hxnck05,"CK FAN 100S BL MINES TO BL STARS W/TIME RAIN COCO, SIL FISH(28S)",77.81,1/01/2016
jsckn02,CK FAN 100S BLUE MINES & RED TAIL TO TI SALUTES FAST FINALE-13 SEC,71.21,1/01/2016
yxck05,"CK FAN 100S DBL LAYER BIG GOLD CHRYS(GOLD COCO,BLUE STARS&CRCKRS) (20S)",68.48,1/01/2016
hxckt01,CK FAN 100S DEEP RED W/WHITE GLITTER (24S),86.76,1/01/2016
wq21,CK FAN 100S GOLD TL TO BL & SIL FISH W/BL & SIL FISH MINES (17 SEC),77.57,1/01/2016
th21-100,CK FAN 100S PEACHBLOW (MAG) & LEMON CROSSETTES W/TAILS TO SALUTES (30S),102.37,1/01/2016
hxnck04,CK FAN 100S RED & TIME RAIN MINES (25S),69.96,1/01/2016
th16-100-q,"CK FAN 100S RED WAVE TAIL TO WHITE STROBE, BLUE MINES (27S)",84.73,1/01/2016
cspck23,"CK FAN 100S RED, GREEN, BLUE TAILS TO WHITE GLITTERING WATERFALLS (20 SEC)",72.73,1/01/2016
mtnck07,CK FAN 100S SILVER SILK W/MULTICOLOR GLITTERING   (36S),76.55,1/01/2016
wq20,CK FAN 100S SILVER WHIRL TO SILVER CHRYS (30 SEC),78.49,1/01/2016
hxb10004,CK FAN 100S SILVER WORLD (24S),90.9,1/01/2016
hxnck03,"CK FAN 100S WHITE GLITTERING & BLUE MINES, RED TIGER TLS (26S)",61.96,1/01/2016
thnck02,CK FAN 110S GOLD GLITTERING TAIL TO BLUE & RED MINES 18SEC,95.28,1/01/2016
hxb11001,CK FAN 110S WHITE STROBE WATERFALL (22S),80.65,1/01/2016
ny6420-2,CK FAN 120S GRN MN TO GRN STRB&PNK DAHL;SIL STRB&PNK PE;CRKLNG;RD&LEM XST-24S,41.78,1/01/2016
cspck05-q,CK FAN 130S RED STROBE MINE TO SILVER WHIRL,100.86,1/01/2016
th22-130,"CK FAN 130S THREE LAYER MINES - WHT GLTR, RED, BLUE (26S)",116.26,1/01/2016
wh58-150,CK FAN 150S COLOR FLASHING TAILS (30S),113.54,1/01/2016
hxb15001,CK FAN 150S GARDEN IN THE AIR (22S),120.36,1/01/2016
lda224,CK FAN 150S PEACOCK EXERCISE W/COLOR TAILS & BLUE MINES (21S),70.47,1/01/2016
hqm10,"CK FAN 182S SILVER STROBE MINE UP TO RED,GRN,PUR DAHLIAS & WHISTLES-22 S",79.06,1/01/2016
hqp02,CK FAN 280S 3 TIMES WHISTLE TO RED STARS & TI SALUTES (20S),116.95,1/01/2016
thnck06,CK FAN 280S 3 TIMES WHISTLES TO SALUTES 18SEC,126.75,1/01/2016
thtck04-q,CK FAN 280S 7-BRANCH RED GLITTER PISTIL WAVE TL & BLUE TL - 10S,131.59,1/01/2016
jsckn03,"CK FAN 280S RED MINES, TI SALUTES & SILVER WHISTLES FAST FINALE 9SEC",87.34,1/01/2016
thnck05,CK FAN 280S SILVER TAIL TO WHISTLE TO GREEN STARS 20SEC,151.85,1/01/2016
ny6415-1q,CK FAN 372S BROCADE CROWN & BLUE STARS (30 SEC),124.11,1/01/2016
ny6415-2q,"CK FAN 372S PEACHBLOW (MAGENTA), LEMON & SEA BLUE STARS(25 SEC)",147.54,1/01/2016
lda154,"CK FAN 45S RED, WHITE, BLUE TAILS (15 SEC)",83.6,1/01/2016
hqmg7,CK FAN 49S (7X7) QUICK MACHINE GUN SALUTES) - 10SEC,45.34,1/01/2016
ny6430-3,CK FAN 49S 3-STAGE WHISTLES - 20SEC,33.3,1/01/2016
ny6430-5s,CK FAN 49S COLORFUL CROSSETTES (RED/GREEN/LEMON/SILVER) TO TI SALUTES-20S,33.87,1/01/2016
ny6430-1,"CK FAN 49S RED, WHITE & BLUE PEONIES - 22SEC",38.23,1/01/2016
mtnck04,CK FAN 49S TITANIUM CHRYS W/RED & GREEN PISTIL (24S),40.03,1/01/2016
wh52-50,CK FAN 50S SILVER STROBE W/SILVER COCO PISTIL W/SILVER TAILS (24S),72.06,1/01/2016
fc5630-02,CK FAN 56S BROCADE MINE UP TO SPECIAL WHITE STROBE (24S),38.76,1/01/2016
fc5630-03,CK FAN 56S PURPLE MINE UP TO GOLDEN TI WILLOW (24S),40.25,1/01/2016
fc5630-04,CK FAN 56S SILVER DIAMOND MINE UP TO SILVER CROWN (24S),38.36,1/01/2016
fc5630-05,CK FAN 56S SNOWFLAKE WILLOW MINE UP TO SNOWFLAKE WILLOW (24S),38.76,1/01/2016
hqp05-q,CK FAN 65S BROCADE WATERFALL MINES W/BIG SILVER STROBE PISTIL (16 SEC),54.65,1/01/2016
hqnck01,CK FAN 65S GLITTERING CRACKLING MINES W/RED STARS - 25SEC,49.05,1/01/2016
ny6430-14,CK FAN 65S SILVER WHIRLPOOL TAIL TO LEMON & PEACHBLOW (MGNTA) PEONIES-18S,44.13,1/01/2016
fk13-q,CK FAN 80S COLOR STROBE WILLOW - 23 SEC,83.17,1/01/2016
hxb8001,CK FAN 80S ICING ON THE CAKE (24S),85.51,1/01/2016
lda192,CK FAN 80S SILVER LIONS TO COLOR CRACKLING CHRYS (30 SEC),67.24,1/01/2016
ldc-mix2d,CK FAN 8X3S BLUE CRACKLING STARS (25 SEC),24.26,1/01/2016
hxnck06,CK FAN 90S RED MINES & SILVER WHIRLS (26S),57.27,1/01/2016
fc9030-02,CK FAN 90S SILVER CROWN MINES (24S),63.8,1/01/2016
fc9030-03,CK FAN 90S WHITE STROBE MINES (24S),59.56,1/01/2016
ldc-mix2c,"CK FAN 9X5S RED, WHITE & BLUE TAILS (25 SEC)",24.26,1/01/2016
cspck06,"CK FAN(5PART) 300S RED CROSSETTE, SILVER WHIRL & BLUE STARS",115.07,1/01/2016
cspck07,CK FAN(7PART) 300S DEEP GOLD & PEACHBLOW (MAGENTA) TAILS,97.71,1/01/2016
wh60-198,"CK IVW 198S ""SHOW IN A BOX"" MIXED EFFECTS (3 MIN)",190.37,1/01/2016
lda242-110,CK R 110S BROCADE CROWN TAILS (22S),83.05,1/01/2016
lda276-110,CK R 110S GOLD STROBING TAILS (22S),83.72,1/01/2016
yxck01,"CK S 100S BLUE TAIL TO GOLDEN HORSE TAIL W/BLUE CORE, GOLD STRB MINES (20S)",65.95,1/01/2016
wh53-100q,CK S 100S FRESH COLOR COMETS W/SILVER GLITTER MINES (20S),86.95,1/01/2016
whnck10,"CK S 100S PEACH, LEMON & WATER GREEN MINES-20SEC",89,1/01/2016
whnck11,CK S 100S RD/GRN COMETS TO RD/GRN FALLING LEAVES W/BLUE STARS-20S,79.14,1/01/2016
wq15,CK S 180S DOUBLE PURPLE & GREEN CROSSETTES (10 SEC),93.23,1/01/2016
wq19,CK S 180S DOUBLE RED & GREEN TIME RAIN WILLOW (20 SEC),85.91,1/01/2016
